case_id,source_tweet_id,customer_id,customer_text,brand_response,gold_intent,expected_action,high_risk,label_source
f2821ec980ad,73504,132436,It was scheduled yesterday but got updated this morning.,What does the updated tracking on your order say now?^PJ,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
d05cdfc0515d,205207,159198,when will the samsung galaxy note 8 be available?,We currently do not have an update about this. Please stay tuned. ^NR,product_information,AUTO,False,"single-reviewer, handbook-guided"
271db4e93817,16784,119700,That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..! Ur seller is even not taking calls nw,"As you have provided your details, we have our team working on your issue, Gautam. (1/2)^SF",return_refund,AUTO,False,"single-reviewer, handbook-guided"
939f1b875579,777200,305546,So what do I do till 30th October - the date when echo is expected to be dispatched? Last year's prime expired yesterday.,will renew once the purchased membership ends. 3/3^AP,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
0c3d87814a41,798750,307693,Done...but after replacement i receive message that i get my replacement product on 29 November i.e too much. Can u fixed this?,Request you to get in touch with our support team using the link : we'll be glad to help. ^SK,return_refund,AUTO,False,"single-reviewer, handbook-guided"
6d1f45c558b6,606070,264045,This is the order number: 408-1489615-6712316,We wouldn't be able to access your Amazon account over Twitter. Kindly get in touch with us here: and we'll assist you accordingly. Please don't provide your order details as we consider it personal info. Our twitter page is public. ^AU,order_change,AUTO,False,"single-reviewer, handbook-guided"
ffb01049d475,1365456,437909,No. The movie steams in HD but it should be streaming in UHD. The bandwidth is there.,We'd like to troubleshoot this with you in real-time. Please reach us by phone here: ^AG,product_information,AUTO,False,"single-reviewer, handbook-guided"
89166f5972cf,91259,135792,"Mobile via iPhone, it’s ever since I’ve upgraded I can’t place an order, access 1click, add to wish list or use contact us",Please uninstall and reinstall the app. Let us know if the issue continues after this step is taken. ^CL,order_change,AUTO,False,"single-reviewer, handbook-guided"
1e1914ea440f,260399,177960,What a pathetic service .. Sorry for choosing .. Order: 402-1823563-3876333.,Sorry for the unpleasant experience. May I know what went wrong so we can assist accordingly? (1/2)^SQ,order_change,AUTO,False,"single-reviewer, handbook-guided"
8b1c54b3628f,142905,148258,Hallo 😊 Ist Deezer inzwischen auch für den Echo verfügbar? Oder wird das noch kommen?,"Huhu :) Deezer ist aktuell nicht kompatibel. Ob es noch kommen wird, dazu liegen aktuell keine Infos vor. Liebe Grüße ^TA",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
4dea69d01c00,834814,318652,Cancelled 8 orders without notice. There is no price guarantee. Horrible customer too as I did not want to argue when it’s clear as day,We can't access your account here. Please get in touch via the link provided previously. Let us know if you have any trouble.^BM,product_information,AUTO,False,"single-reviewer, handbook-guided"
fccac43d0b4c,1044362,307264,Hmm that's disappointing. Spoilers are all over net and no way we can watch episode,"I understand your concern, Jigar. Stay tuned to for further updates. ^HD",product_information,AUTO,False,"single-reviewer, handbook-guided"
00b7b854c84c,399905,210554,your service is very bakwas Because maine ek order kiya tha jo book ho gya .Aur kuch samaya baad order apne aap cancel ho gya why,"Apologies for the hassle. As the order is canceled, you should have received an email with the reason for cancellation. ^HN",order_change,AUTO,False,"single-reviewer, handbook-guided"
ca7e05829cb1,168012,155084,"What can i do? If i want to start delivery providing business with amazon .. because already i have tried alot of times to call Amazon support team and customer care, Kindly give me the information about ATS and procedures to start the business...","To join the I have Space program, write to __email__. ^MK",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
33fb194a7abf,86112,134799,"Yes, it was dispatched Tuesday. So today is the second business day and no sign of it. CS live chat didn’t help at all 🙄",I understand your frustration. Please let us know if your items don't arrive by the delivery date of December 4th. ^VF,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
adb3edb543cd,470878,191146,"Today, I booked a bus ticket of ₹1172 with coupon code""REALKINGCB"" and made my 1st payment by . But I didn't receive CB ₹100 in amazonpay wallet as promised under the offer. Plz help.","I get your concern regarding the cashback. Cashback will be credited to redBus wallet within 48 working hours after the date of journey. For more info regarding the same, please go to the link here: ^JS",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
a9ab0b5f939c,695164,285793,"Hi I cancelled my ‘Prime’ account on 27th July, it is still running? Please DM me thanks",Hi Lucy! We don't have access to your Amazon account via Twitter. You can check if you have an active Prime membership here: -Conor.,account_membership,AUTO,False,"single-reviewer, handbook-guided"
75e7e1dafb3e,697250,286367,This is not helpful. I’ve spent 2+ hrs dealing w/yr customer service and you can’t seem to get this very simple order fulfilled.,"When you spoke with our support team, what options/insight were we able to provide you? ^WM",order_change,AUTO,False,"single-reviewer, handbook-guided"
d2437996f3c6,2532786,365810,dear please update the #Shankar's #I movie on #prime Telugu/Tamil 🙏🙏🙏,We keep adding new content. Please stay tuned. . ^SY,product_information,AUTO,False,"single-reviewer, handbook-guided"
308e93275fc1,264767,179073,"Its 11 oct,i haven't received my order.dnt want replcment,its adptr to use piano.i want my order at any cost.",I get your disappointment. Request you reply to the email correspondence that was sent by our team for further assistance. ^NK,order_change,AUTO,False,"single-reviewer, handbook-guided"
2fdf15fbaf07,1369885,367525,Dear You Clearly mentioned One Year Prime Membership with Purchase. Now Your Team Refusing to Give.! Clear Cheating! Disappointed!,"That is unusual, Shri. Kindly fill in your details here: and we will get back to you. ^KS",account_membership,AUTO,False,"single-reviewer, handbook-guided"
0db39b8cf531,2318690,672127,your movie menus seem messed up on the Firestick? The main headers don't display the choices.,"Hi, have you had a chance to reset your Firestick and see if this resolves the issue? ^PJ",product_information,AUTO,False,"single-reviewer, handbook-guided"
a0564be1345e,682542,282892,It's music lol I didn't order extra music coverage so I will handle it on my end. This is reacurring? What does this give me extra?,Amazon Music Unlimited gives you access to our music streaming service. You can learn more here: ^NM,order_change,AUTO,False,"single-reviewer, handbook-guided"
d6f0ef668376,1085367,217610,PSA: DO NOT opt for No Cost EMI option from #AmazonIn. It’s a clever scheme to get more ppl to start using Amazon Pay Balance.,Apologies for the trouble you had with the offer. I'll be sure to pass on your feedback to our specialist team and work on it.^AK,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
df8186775df4,21086,120616,"Thanks for your ""Same Day Delivery""!! It's not like I was hoping to get my order on my day off or anything. #AMZLFail","sorry to hear that, sometimes delays happen for unforeseen reasons. ^AS",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
d0fa245accda,352131,199745,I ordered on Amazon app. What is copy link. I dont get it,Could you let us know which link are you referring to? Is it URL to the message? ^SG,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
6c106b20ab97,71915,132134,"Hello, It's just formality to told u,ur not eligible for it ,it's my 4th time worth experience with Amazon .I had ordered headphones due to some circumstances it's damaged. So,I had call no of time with Amazon customer care and third party (""SHOPODEALZ"")but they can't solved.","We're sorry to know about the issues with the product. All items fulfilled by a seller are safeguarded under our A-Z guarantee policy. However, we'd like to check this close and assist. Please share the required details, here: ^YP",return_refund,AUTO,False,"single-reviewer, handbook-guided"
527f6af13da5,256732,177050,not accept #UnionBank_Rupay Debit card #LOL but they have option to pay from all #Rupaycards,Apologies for the trouble with payments. Please report this to our support team here: ^HD,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
2dd489320ca6,35863,129963,¿Aún se puede contratar con el servicio de mensajería? ¿cuál es el costo?,"Hola Luis, ¿te refieres a la membresía Prime? Puedes ver todos los detalles y ventajas aquí: ^LG",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
994f32719fda,15302,119358,I have inked in detail at the given URL...hope to see some useful action,Thanks for the heads up! We'll check this and get back with an update soon. ^YP,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
49e8bc09f604,76009,133012,a transportadora nunca responde,"Jessica, neste caso sugiro entrar em contato com o nosso SAC disponível todos os dias das 9h às 22h, acessando o seguinte link: ^NB",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
d0acf141e228,334450,195698,Tali approves of the giant paper bags we got with our first order,"Approval right Meow, what a purr-fect endorsement! 🐱😁 ^JF",order_change,AUTO,False,"single-reviewer, handbook-guided"
e29837e397bd,508162,236671,I keep getting a blank page when I request transfer from my seller account #amazon #amazonseller #help,"I'm sorry for the trouble! We're happy to take a closer look at this with you and assist directly, please reach us using this link: ^JR",account_membership,AUTO,False,"single-reviewer, handbook-guided"
bd0d749ee619,622578,147824,I will never order once again from you. Thank you so much for you disappointment.,I get your disappointment. Kindly share your details using the link provided earlier so that we can resolve the issue at the earliest. ^MN,order_change,AUTO,False,"single-reviewer, handbook-guided"
fc379616ced7,170973,155875,It’s supposed to arrive today but says it will be delayed because it was sent to the wrong delivery center,I'm sorry it will be late. We can check on your order and answer your shipping fee question by phone or chat: ^MG,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
b9ee6984aa59,844046,320688,¿Cuando vais a sacar la app para Apple TV?,"Hola, de momento no tenemos esa información, nuestras novedades son anunciadas en nuestro sitio web, sugiero visitarlo.^AZ",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
d5a5cb2bf446,481715,229494,what do I do with my prime membership when I move to Canada next week?,"Thanks for reaching out to us, Zacky. Is your current membership on If so when does this expire?^SM",account_membership,AUTO,False,"single-reviewer, handbook-guided"
94b1ab570c6e,215180,167124,It's UK. I pay the monthly subscription in GBP now and still can see the Indian library that too not updated.,We'd like to investigate this with you! Please give us a call or chat so we can find a resolution: ^TG,account_membership,AUTO,False,"single-reviewer, handbook-guided"
fd32c83ec5c9,36575,123971,Pathetic service level of amazon,provided earlier? 2/2 ^KH,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
af0e91f2d5f5,47907,126706,"thanks for trying at least u were more helpful, thanks 😩","If you don't receive an e-mail from an Account Specialist by the 24-hour mark, let us know. ^MG",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
18ac66167146,1488730,465795,Something like my bank account shows £10.51 taken by Luxembourg,Have you placed a recent order? You can check here: ^MW,account_membership,AUTO,False,"single-reviewer, handbook-guided"
5f604113b17f,34556,123487,"My prime membership has expired & the one bundled with echo purchase has not become effective. So no prime vid, amazon now & fast shipping",Please contact us here: and we'll help you with this. ^SQ,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
493191d56f0a,140981,147809,"1) i have almost 6 months on my USA prime (May 21, 2018) i was told was non transferable and non-creditable. your agent also decided i had ""many"" orders (subjective. i don't over-use the shipping service. besides the whole point is it is unlimited)","Hi, sorry to hear of the poor experience you have had. Prime subscriptions are associated with the marketplace they are signed up for on so we are not able to transfer Prime across marketplaces.^ES",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
51180b9997b2,736521,196395,I bought a redmi 4 64 GB on 5th .. it charges so so slow. its pathetic. this is my 5th return in 6 buys. this is so sad.,"Sorry about the trouble with the device. Before returning, have you tried reaching out to the manufacturer for warranty? ^HA",return_refund,AUTO,False,"single-reviewer, handbook-guided"
b09c0f0c5e33,226668,170110,When in cart the price is Rs.499 and while checking out Rs. 899. Woah what a sudden hike in price. Is this the way sale works?,Kindly get in touch with us here: and we’ll be glad to help you. ^NS,product_information,AUTO,False,"single-reviewer, handbook-guided"
ad1a281da8bc,851620,687128,What i ordered what i got from amazon make me fool & charged me 560 which i not ordered,I'm sorry for the trouble. Have you reported this to our support team here: for assistance? ^RW,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
968b80b48862,41509,125124,Thanks for your amazing shipping times but I put some thought into this! 😂I'll have to see if Papa Kira (Papa Grinsha) can get it.,We'd like to help. Who's the carrier: Have you called them for options: ^CO,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
e5e0e73ad7ad,272433,174878,so frustrated at the 2yr worry free kid fire warranty. No questions they break we replace! Not at all! Seriously Amazon. SMH,"I'm so sorry for the frustration! When you contacted us, what information or options were given? ^AG",return_refund,AUTO,False,"single-reviewer, handbook-guided"
eeb85db1bddc,64146,130724,This is the same reply i am getting for the 9th time,"I get that you're upset. However, be assured we're working on it and we'll get back to you soon. ^BV",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
9fe1ff15ccce,1706397,517154,#recharged jio #first ever recharge #worth 399 # didn't get cashback of 100 so far back to amazon pay #order 171-3643943-3949921,"The cashback will be provided to the eligible customer within 7 days of doing the recharge, Ankush. You may check 1/3 ^NK",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
c1ccd4fe3bd7,317287,191720,"Kommt Prime Video denn irgendwann mal auf Android TV? Keine Lust, mir extra nen Fire TV dafür zu holen. Auf Android geht es ja?",Leider haben wir dazu derzeit keine Infos vorliegen. Deinen Wunsch danach gebe ich aber gerne weiter. Liebe Grüße ^MF,product_information,AUTO,False,"single-reviewer, handbook-guided"
7d078ce8f7a5,18965,120229,can you update me the status as its already 5 days over till date material not dispatched.,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
39dab662f61f,428996,158494,Nothing just sorry it's really hurt first give refund than compensation than return mcbc bana rakha hai,Apologies for any inconvenience. Please reply to the correspondence sent to you. We'll check this and get back to you. ^SV,return_refund,AUTO,False,"single-reviewer, handbook-guided"
3c3057898ac5,720764,292506,Bought new Tap today. It’s defective. Sounds drops frequently. Have Echo that works perfectly on same wifi network. Going back.,I'm sorry it's not working! Have you been able to request a return label here: ^SB,return_refund,AUTO,False,"single-reviewer, handbook-guided"
b17cee19421f,785846,307488,returning bad mobile needs app to validate and app does not also work and you get stuck with a bad device .,Sorry for the inconvenience. Please provide your details here: we will get it resolved soon. ^GU,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
a6942fd6eb5c,435676,218492,Denying to replace the shirt with smaller size. Poor service. Extremely unhappy. Bad experience.,I'm afraid you'll only be able to exchange if you're getting the option to do so here: ^HA,return_refund,AUTO,False,"single-reviewer, handbook-guided"
c7a2a6a92f3b,16831,119702,USPS still doesn't have it. Said it departed your facility Sunday. Then said it again yesterday.,"Hey, get in touch with us here: so we can help you out ^KM",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
d7f043dfb4d1,129224,145094,i am having trouble with my account and refund... Please help,Could you tell us if your account is on hold that you are unable to login and check the refund details? ^SF,return_refund,AUTO,False,"single-reviewer, handbook-guided"
230a39ec7dcf,440990,219629,"I refused an order at my door, as I had previously tried to cancel it. It is saying it has been delivered!!!",Thanks for notifying us! Did you contact the carrier to inquire about the tracking details? ^SH,order_change,AUTO,False,"single-reviewer, handbook-guided"
94180612a036,894703,332439,My sister preordered it back in July and it never shipped but she said the money came out of her account and the book came out in September,"Just to clarify, what does the tracking on her order show? ^WJ",account_membership,AUTO,False,"single-reviewer, handbook-guided"
421c6ea74d04,22197,120848,"Thanks . Paid for prime membership to ensure next day delivery, 5 days later still waiting. No sd card for me then #AmazonWhine",Sorry to hear this. Has any reason been given for the delay? ^KM,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
d9d9b7edbb43,536622,244342,So the bathroom tap I bought from has broke but they won't send a replacement until a pay a plumber to take it off then they will refund me to buy a new one and pay for a plumber to come back out and fit . Absolute joke,"Oh no! I'm deeply sorry for the trouble. Just to confirm, was the item sol by us directly or third party seller? You can check this information here: ^LH",return_refund,AUTO,False,"single-reviewer, handbook-guided"
6f18bdbeebb8,1955295,644812,Ich liebe Lucifer wann kommt die dritte Staffel auf Amazon Prime Video?,"Wann die 3. Staffel bei Prime verfügbar sein wird, dazu haben wir derzeit keine Infos. Behalte am besten unsere Website im Blick :)",product_information,AUTO,False,"single-reviewer, handbook-guided"
a8627db4776d,20421,120462,amazon stick from is authorized seller?,You can find the list of authorized seller's here: ^SH,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
d47b6a8d130c,1626038,497930,I got Rs. 350 in my amazon pay. I called your executive and she confirmed that i got the cashback.,"Sorry for the unpleasant experience. To view your pay balance statement, please check this link (1/2) ^KA",billing_payment,AUTO,False,"single-reviewer, handbook-guided"
86274918a3ba,215047,158949,"again #bad #experience Product ordered, cancelled. Now not able to order tht product due to qty restrictions #badservice #amazon","My apologies for the trouble, Bishnu. Kindly reach out to us via: and we will have this checked. ^KS",order_change,AUTO,False,"single-reviewer, handbook-guided"
f962333a0483,1689445,512959,Pretty cool selling strategy by .Only one in stock since yesterday and that too after selling many pcs. #AmazonGreatIndianFestival,The product is currently unavailable. Stay tuned to our website for further updates. ^RB,product_information,AUTO,False,"single-reviewer, handbook-guided"
2d210bf272a5,91439,135820,Thanks to I will get a 0 for participation in class today for not having my book that yall promised would be here yesterday by 8pm.😒,Oh no! Have there been any tracking updates? Who is the carrier? Let us know so we can help! ^MT,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
adb12785504b,99815,137852,"Very Disappointed with Amazon.in.This is back to back Second time when i ordered something and got the incorrect/different product in delivery. Is this a ""Fashion Freak"" Brand Product which i received in my order???#WorstExampleofApniDukan.",We're sorry that you have received a different product from what you've ordered. This is certainly unexpected. May I know if you have reported this to our support team here : ^PR,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
a63a4f84ca90,438816,183363,"Amazon, you surprise me. How you can dispatch an item when you yourself canceled this item and promised to refund my money. Do you have any system or running a shop.","I apologize for the trouble with your order, Mahesh. Please share your insight by writing back to the e-mail ^MP (1/2)",return_refund,AUTO,False,"single-reviewer, handbook-guided"
ca62f9b95ef2,830770,317830,"Guys, this is insane! I've somehow had 2 prime memberships get charged to the SAME credit card and the SAME email but NOT the same account.",We'd be happy to look into this with you by phone at the link that ^CL provided above. Please keep us posted on the outcome. ^JM,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
417768d14bcf,665479,354741,"Cheater Amazon.. I am load rupee 1000/- 12-10-2017, but 15%cashback not credit my pay balance",We have replied to your DM. ^MJ,billing_payment,AUTO,False,"single-reviewer, handbook-guided"
e0e18a49a5ad,903633,334509,"Hey , does the price of the #EchoDot include the live insect, or will I be billed later?","I'm sorry to see this, Larry! Please provide your details here: and a specialist will contact you. ^HC",product_information,AUTO,False,"single-reviewer, handbook-guided"
43dbbdef0b3b,107325,138642,"I am getting following message First, visit this page from the mobile device that needs support. Then, follow the instructions to install the SmartChk app on that device. This app saves time by finding the right team to help you. Learn more","Sorry about this experience, Chandra. Please report this to our support team here: and we'll look into this. ^MK",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
890e6566d77a,665412,278554,my account login is __email__,Thanks for clarifying. Please forward your details - we'd like to look into your concern further. ^TP,account_membership,AUTO,False,"single-reviewer, handbook-guided"
46ebb8087a4e,343912,197822,I use a blackberry KEYᴼᴺᴱ android device as my main handset kindle app cannot download any books whether owned or from kindle unlimited,I'm sorry to hear this. Have you had a chance to try uninstalling and reinstalling the Kindle app on your device? ^GR,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
df5b6a2051aa,317298,191724,It should be since I made the account yesterday,Do you mind reaching us here: so we can check into this for you.^CD,account_membership,AUTO,False,"single-reviewer, handbook-guided"
c34354b31f00,348325,198928,Because of the faulty product you guys are not replacing it and just asking for the product to return,"I'm sorry to see you upset, replacement will be arranged if the Amazon fulfilled item is available with the same seller. 1/2 ^MJ",return_refund,AUTO,False,"single-reviewer, handbook-guided"
76cbea79be99,115833,141792,Le Kindle Amazon n'est pas éligible ? Ou cet article ? Autant je suis d'accord 👍 pour l'huile essentielle qui passe en transit autant les autres articles sont Prime ! Parcourez de vous même le site ! 😂,Je viens de remonter le point de cet article à notre service à fin de vérifier cela. ^YL,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
f2f95737fef9,44513,125876,Like how y’all play me like that my dog has skin issues shampoo for her ain’t cheap 😭,I'm sorry your order arrived damaged. You can view your available options here: ^CO,general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
8f2210ed0ace,5249,788662,"Amazon Order Id: 406-7312247-1577105, with tracking ID 216273853933 is not delivered, Please do the needfull",Apologies for the delay with the delivery of your order. We'd like to help. Kindly report it to our support team here: and we'll have this resolved at the earliest. 1/2 ^KH,delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
f0db80445224,63993,130696,Still waiting for response. WHAT INFO YOU NEED TO PROCEED? I will not fill the form again. WHERE IS MY MONEY? GIVE ME MY MONEY. #AmazonFails #AmazonFraud #AmazonPay,here the support team would check and do the needful. 2/2 ^KK,general_complaint,ESCALATE,True,"single-reviewer, handbook-guided"
bdeb009e3e4f,78825,133577,Button popped up today for a refund. I requested it. Thanks for the quick replies,"You're welcome, thanks for keeping us posted on this Justin. ^NV",return_refund,AUTO,False,"single-reviewer, handbook-guided"
fe927bc10ca0,456612,223430,"can we get the ability to add an echo to multiple multi-room music groups? E.g. group ""upstairs"" and group ""everywhere""","Hello! While we can't make any guarantees, we always appreciate feedback which can be submitted through the Alexa app by following the steps here: ^MV",device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
36f39f540bf9,227096,170168,i still haven't received my parcel. #ShameOnYou,"I'd like to assist you with this, please share your details on the link here: 2/2 ^PS",delivery_issue,AUTO,False,"single-reviewer, handbook-guided"
7d64df34af45,243165,173742,hello. My amazon account has been hacked and I can’t get into it. Would you be able to lock my account?,Oh no! We'd need you to contact our live support for us to look into it. Please reach out here: ^MJ,account_membership,ESCALATE,True,"single-reviewer, handbook-guided"
a6f3e10bf353,83364,134320,Parabéns pela agilidade na entrega dos produtos *-* outros e-commerces poderiam seguir o seu exemplo,"Oi Letícia! Obrigado pelo carinho! Fala para a gente, o que você comprou? Ficamos curiosos! 😀🎁👏 ^JJ",general_complaint,ESCALATE,False,"single-reviewer, handbook-guided"
79c08e3926f2,635659,270739,Do you guys have a color display kindle? I am NOT looking for a tablet. And are there any #BlackFriday deals on it?,Hello there! Thank you for reaching out to us. We do not have a color display. I'm sorry for any inconvenience this may cause. ^AL,device_app_issue,AUTO,False,"single-reviewer, handbook-guided"
